ID,y
1,80.31720681416022
2,97.64850943276124
3,79.37781172677032
4,80.48659489423662
5,122.56231004230816
8,94.26864633450779
10,113.91380921405556
11,95.34730596436751
12,118.11020307606555
14,95.25027277504375
15,117.54033475684835
16,105.21228346799529
17,101.93547219352246
19,95.19555246436929
20,105.21320176156058
21,103.58075844498288
22,117.88951825305645
23,101.50477333584982
26,96.65127836374916
28,94.33574053143903
29,96.50444862368497
33,96.37393989223526
35,94.71847546908589
41,96.92703223158188
42,94.47735373341183
43,117.34305171287212
45,103.74959006856929
46,104.0719377566165
51,94.0305186333911
53,80.20929851113891
55,112.48243023878612
56,94.49225086288942
57,104.10643053746003
58,95.34603144916304
59,104.31330106213031
63,112.18685161866011
64,94.94658022707452
65,104.65216008320337
69,94.84771097466358
71,94.95227548711253
72,104.24257591808924
73,94.3431122326202
76,104.23361394036357
77,104.04764982119451
78,116.05427070758444
82,94.30359699664834
83,104.61587710881824
84,94.31398433391618
85,104.00630707284898
87,112.34610574851641
88,96.32169146260907
89,112.71896554905132
91,94.86988280021666
93,94.58697902084214
94,104.27347163515691
95,96.3527239833177
96,111.53373284652895
97,94.33872529890283
98,113.05112389706383
99,94.1788650321414
101,104.14611721614611
103,112.71893776607686
104,94.19266953729843
105,111.97440407295943
110,94.63298422449623
111,112.43342231733757
113,112.73020179560683
114,93.60510661790516
115,114.67623834931513
117,112.71890998310244
120,94.3687973315327
121,112.46030371747301
122,93.96323318156567
123,112.83171393304696
126,112.35106375347823
132,111.93327494661378
135,104.71911594913274
137,104.22384432357217
138,94.59413845233456
140,94.47840466064821
142,113.46192338119101
144,112.34553486844857
148,94.04355725599984
149,114.93999973843816
155,94.56829312037198
156,112.35980091042751
157,94.59329830664907
162,112.28831683546971
163,94.65871980537031
167,94.43770407622065
172,116.08534179415054
179,113.02963136560231
180,94.15203714805432
181,111.86191041662548
182,94.88407493812582
183,112.71877900622289
185,112.71877503722652
187,112.13064393199971
188,94.07636637616994
189,94.0561583511338
191,94.34596661282634
192,113.14562528356021
193,94.78352925835594
194,112.04907181297344
195,93.79977032034148
196,112.43355118137941
198,94.53215498660606
199,112.38750183188881
201,104.26044405667486
204,94.37049673326754
205,104.8093727699478
206,94.29289524454762
210,94.35231613529069
211,104.14589892134686
