"key","id","lat","lon","tolerance_m"
"0.013626182:9.625238462:12.34154117:Ochakovo-Matveevskoe",11054,55.682828841608,37.4162122268484,5
"0.013626182:9.625238462:12.34154117:Ochakovo-Matveevskoe",19359,55.682828841608,37.4162122268484,5
"0.013626182:9.625238462:12.34154117:Ochakovo-Matveevskoe",21535,55.682828841608,37.4162122268484,5
"0.013626182:9.625238462:12.34154117:Ochakovo-Matveevskoe",23401,55.682828841608,37.4162122268484,5
"0.013626182:9.625238462:12.34154117:Ochakovo-Matveevskoe",23613,55.682828841608,37.4162122268484,5
"0.013626182:9.625238462:12.34154117:Ochakovo-Matveevskoe",24349,55.682828841608,37.4162122268484,5
"0.013626182:9.625238462:12.34154117:Ochakovo-Matveevskoe",25055,55.682828841608,37.4162122268484,5
"0.013626182:9.625238462:12.34154117:Ochakovo-Matveevskoe",25476,55.682828841608,37.4162122268484,5
"0.013626182:9.625238462:12.34154117:Ochakovo-Matveevskoe",25576,55.682828841608,37.4162122268484,5
"0.013626182:9.625238462:12.34154117:Ochakovo-Matveevskoe",25761,55.682828841608,37.4162122268484,5
"0.013626182:9.625238462:12.34154117:Ochakovo-Matveevskoe",26250,55.682828841608,37.4162122268484,5
"0.013626182:9.625238462:12.34154117:Ochakovo-Matveevskoe",27304,55.682828841608,37.4162122268484,5
"0.013626182:9.625238462:12.34154117:Ochakovo-Matveevskoe",27404,55.682828841608,37.4162122268484,5
"0.013626182:9.625238462:12.34154117:Ochakovo-Matveevskoe",27932,55.682828841608,37.4162122268484,5
"0.013626182:9.625238462:12.34154117:Ochakovo-Matveevskoe",28177,55.682828841608,37.4162122268484,5
"0.013626182:9.625238462:12.34154117:Ochakovo-Matveevskoe",29210,55.682828841608,37.4162122268484,5
"0.013626182:9.625238462:12.34154117:Ochakovo-Matveevskoe",30378,55.682828841608,37.4162122268484,5
"0.013626182:9.625238462:12.34154117:Ochakovo-Matveevskoe",30429,55.682828841608,37.4162122268484,5
"0.019480295:9.472029027:12.18239238:Ochakovo-Matveevskoe",24556,55.6864097391027,37.4155031124147,5
"0.019480295:9.472029027:12.18239238:Ochakovo-Matveevskoe",27202,55.6864097391027,37.4155031124147,5
"0.03069259:12.10297991:14.86129385:Zapadnoe Degunino",15066,55.885080509636,37.4764519818738,10
"0.03069259:12.10297991:14.86129385:Zapadnoe Degunino",21826,55.885080509636,37.4764519818738,10
"0.03069259:12.10297991:14.86129385:Zapadnoe Degunino",24053,55.885080509636,37.4764519818738,10
"0.03069259:12.10297991:14.86129385:Zapadnoe Degunino",29565,55.885080509636,37.4764519818738,10
"0.093325696:9.729141828:12.72099015:Mozhajskoe",14618,55.7113560181746,37.3890272161135,5
"0.107849204:12.22777081:14.40568:Bibirevo",25151,55.9028670852721,37.6091323512631,5
"0.115839589:10.14641162:12.86239107:Solncevo",21328,55.6655128044825,37.4273732980251,5
"0.117177896:10.54324908:13.51794634:Strogino",23602,55.8141188291618,37.3920096240062,10
"0.138288286:11.27814743:14.08425798:Teplyj Stan",79,55.6285079383239,37.4743680291732,5
"0.138288286:11.27814743:14.08425798:Teplyj Stan",561,55.6285079383239,37.4743680291732,5
"0.138288286:11.27814743:14.08425798:Teplyj Stan",5053,55.6285079383239,37.4743680291732,5
"0.14662949:12.59365018:15.92331535:Orehovo-Borisovo Juzhnoe",21329,55.604506311023,37.7544754518283,5
"0.14662949:12.59365018:15.92331535:Orehovo-Borisovo Juzhnoe",23076,55.604506311023,37.7544754518283,5
"0.169847534:14.42951166:17.61384695:Birjulevo Vostochnoe",13676,55.5741470841305,37.6751330032025,5
"0.181120203:10.66690658:12.85753256:Gol'janovo",18878,55.8285408309787,37.8258044588032,10
"0.191768511:12.98510242:16.09675921:Jasenevo",756,55.5944109307854,37.5248329190808,10
"0.191768511:12.98510242:16.09675921:Jasenevo",1079,55.5944109307854,37.5248329190808,10
"0.191768511:12.98510242:16.09675921:Jasenevo",18687,55.5944109307854,37.5248329190808,10
"0.193154667:7.74370732:11.9059603:Vyhino-Zhulebino",10843,55.6978671143992,37.8263841774929,10
"0.193154667:7.74370732:11.9059603:Vyhino-Zhulebino",15736,55.6978671143992,37.8263841774929,10
"0.193154667:7.74370732:11.9059603:Vyhino-Zhulebino",25997,55.6978671143992,37.8263841774929,10
"0.193280826:9.625592216:12.67057713:Mozhajskoe",11797,55.716935835633,37.3875415916227,5
"0.193280826:9.625592216:12.67057713:Mozhajskoe",14659,55.716935835633,37.3875415916227,5
"0.193280826:9.625592216:12.67057713:Mozhajskoe",27234,55.716935835633,37.3875415916227,5
"0.194477695:13.00503836:16.13653659:Jasenevo",6851,55.5907105961952,37.5412326060235,25
"0.194477695:13.00503836:16.13653659:Jasenevo",19525,55.5907105961952,37.5412326060235,25
"0.195198809:11.97235981:14.93187433:Teplyj Stan",10133,55.6141932272573,37.4921584609225,25
"0.197599869:11.99010678:14.1611622:Bibirevo",11762,55.9007763146573,37.6139440336882,5
"0.197599869:11.99010678:14.1611622:Bibirevo",19453,55.9007763146573,37.6139440336882,5
"0.197599869:11.99010678:14.1611622:Bibirevo",22013,55.9007763146573,37.6139440336882,5
"0.19812116:12.06202844:14.23720621:Bibirevo",21545,55.9014070004655,37.6113353087714,5
"0.19821525:10.50108749:13.46582995:Strogino",390,55.8147717755329,37.3935042993596,10
"0.19821525:10.50108749:13.46582995:Strogino",2779,55.8147717755329,37.3935042993596,10
"0.19883188:11.79572186:14.64409322:Poselenie Mosrentgen",26167,55.622674631194,37.4743566253751,5
"0.200754737:12.9851344:16.10622349:Jasenevo",12929,55.5936212228008,37.5283652271475,25
"0.200754737:12.9851344:16.10622349:Jasenevo",14596,55.5936212228008,37.5283652271475,25
"0.200754737:12.9851344:16.10622349:Jasenevo",21032,55.5936212228008,37.5283652271475,25
"0.201233:9.585911256:12.55447786:Mozhajskoe",9052,55.709817699505,37.3924665236374,5
"0.202229932:11.74523688:15.16427887:Kapotnja",3193,55.6295164059382,37.7980088024159,25
"0.202229932:11.74523688:15.16427887:Kapotnja",13700,55.6295164059382,37.7980088024159,25
"0.202229932:11.74523688:15.16427887:Kapotnja",16400,55.6295164059382,37.7980088024159,25
"0.202229932:11.74523688:15.16427887:Kapotnja",17300,55.6295164059382,37.7980088024159,25
"0.202229932:11.74523688:15.16427887:Kapotnja",19971,55.6295164059382,37.7980088024159,25
"0.203797424:9.148283045:11.47590173:Ivanovskoe",13761,55.7700887968854,37.8395924875706,5
