id,price_doc
30474,5557854.5
30475,8495704.0
30476,5468433.0
30477,5690896.5
30478,5164111.5
30479,9891442.0
30480,4342761.5
30481,4401265.5
30482,4847135.0
30483,4855118.5
30484,6733538.5
30485,5059174.0
30486,3770995.25
30487,3827706.25
30488,6314414.5
30489,6378551.0
30490,23000092.0
30491,19590194.0
30492,5862124.0
30493,13030016.0
30494,6875232.5
30495,11205674.0
30496,8700220.0
30497,8526520.0
30498,4562616.5
30499,7421115.0
30500,11506582.0
30501,7156327.5
30502,3206303.5
30503,6584577.5
30504,5756752.5
30505,11320658.0
30506,3446207.0
30507,4918006.0
30508,5584339.0
30509,7872229.0
30510,9605438.0
30511,6508144.5
30512,6475499.0
30513,4317923.5
30514,3795651.5
30515,9906812.0
30516,5867357.5
30517,12241706.0
30518,9840358.0
30519,4521691.5
30520,7032357.0
30521,6111253.0
30522,7596014.5
30523,6373195.5
30524,10572450.0
30525,9636758.0
30526,5000154.0
30527,5281816.0
30528,6919304.5
30529,6808196.0
30530,6106188.0
30531,15389310.0
30532,4840664.0
30533,10412172.0
30534,6793714.5
30535,9796602.0
30536,5912779.0
30537,11973664.0
30538,4891884.0
30539,8440368.0
30540,9993912.0
30541,5561881.0
30542,2221972.25
30543,5577152.5
30544,6882490.0
30545,8610114.0
30546,4479651.0
30547,9991972.0
30548,4555541.0
30549,5208366.5
30550,12511562.0
30551,5210170.0
30552,2103301.0
30553,7498914.5
30554,10961470.0
30555,6405387.0
30556,9502598.0
30557,7462257.0
30558,9649576.0
30559,6500738.5
30560,6135069.5
30561,7118895.5
30562,12433216.0
30563,5258635.5
30564,7397704.0
30565,6906196.5
30566,7174510.0
30567,2125569.5
30568,10337690.0
30569,10193704.0
30570,6500569.5
30571,7570798.5
30572,5034203.0
30573,6770206.0
30574,6228735.0
30575,7691030.5
30576,4978587.0
30577,4039282.5
30578,3400353.75
30579,7340547.0
30580,4774771.0
30581,5569308.5
30582,13164964.0
30583,6984317.5
30584,4565514.0
30585,2747932.0
30586,8807942.0
30587,5912903.0
