id,price_doc
30474,5309800.0
30475,8126592.0
30476,5198500.0
30477,5776796.5
30478,4961555.0
30479,9006159.0
30480,4191041.25
30481,4136372.0
30482,4698900.0
30483,4623848.5
30484,6232835.5
30485,4771503.0
30486,3524589.5
30487,3891800.0
30488,5943682.0
30489,6062720.0
30490,22183278.0
30491,18751100.0
30492,5715000.0
30493,12470900.0
30494,6759919.0
30495,10306700.0
30496,8812898.0
30497,8138458.0
30498,4536200.0
30499,8031000.0
30500,11201720.0
30501,6715300.0
30502,3105448.0
30503,6428000.0
30504,5652200.0
30505,10640974.0
30506,3279662.75
30507,4661723.0
30508,5248288.0
30509,7452300.0
30510,9095633.0
30511,6500000.0
30512,6235300.0
30513,4171606.0
30514,3505816.25
30515,9589146.0
30516,5735138.0
30517,10805803.0
30518,8562829.0
30519,4416900.0
30520,6897356.5
30521,5880700.0
30522,7388733.5
30523,6353600.0
30524,10705000.0
30525,11152200.0
30526,4843233.5
30527,4806936.5
30528,6674000.0
30529,6626000.0
30530,6140000.0
30531,14305800.0
30532,4708561.0
30533,10313100.0
30534,6519353.0
30535,9406060.0
30536,5747008.5
30537,11499300.0
30538,4870500.0
30539,9060501.0
30540,9492516.0
30541,5716500.0
30542,2026949.0
30543,5540700.0
30544,6500000.0
30545,8567700.0
30546,4142858.5
30547,9751938.0
30548,4398310.5
30549,4916103.0
30550,11972800.0
30551,5083876.5
30552,1746223.125
30553,7222300.0
30554,10731300.0
30555,6151103.5
30556,9011915.0
30557,7145500.0
30558,9209600.0
30559,6168000.0
30560,6135800.0
30561,6698900.0
30562,11986970.0
30563,4946427.0
30564,7055700.0
30565,6200000.0
30566,6912951.0
30567,1900746.125
30568,9726200.0
30569,9812400.0
30570,6677800.0
30571,7295037.0
30572,4779587.5
30573,6503133.5
30574,6000000.0
30575,7500000.0
30576,4826300.0
30577,4053400.0
30578,3181706.0
30579,6934700.0
30580,4499500.0
30581,5400400.0
30582,12508300.0
30583,6857584.0
30584,4421700.0
30585,2416109.25
30586,9330477.0
30587,5633980.5
30588,7550100.0
30589,7264100.0
30590,12100100.0
30591,5121400.0
30592,6300000.0
30593,8259488.5
30594,6702076.5
30595,5500000.0
30596,5995945.5
30597,6470957.5
30598,9451849.0
30599,10267500.0
30600,5071141.5
30601,5939600.0
30602,1675327.375
30603,11929083.0
30604,4460200.0
30605,6686703.5
30606,24980900.0
30607,6341900.0
30608,8500650.0
30609,6067139.5
30610,3024789.0
30611,5327476.0
30612,7117800.0
30613,8742181.0
30614,16337623.0
30615,7259400.0
30616,5469486.0
30617,9235200.0
30618,4840600.0
30619,4288400.0
30620,2486088.5
30621,8838700.0
30622,7571000.0
30623,6200000.0
30624,6703380.5
30625,7909412.5
30626,6000000.0
30627,7000000.0
30628,6326679.0
30629,5233200.0
30630,4786369.5
30631,6042183.5
30632,4034704.0
30633,5648200.0
30634,11249300.0
30635,9450514.0
30636,5274100.0
30637,9477863.0
30638,5786900.0
30639,7500000.0
30640,4505160.5
30641,7791691.0
30642,6436500.0
30643,7720900.0
30644,9412916.0
30645,7181000.0
30646,5228100.0
30647,4700678.5
30648,23338776.0
30649,2080700.0
30650,4920200.0
30651,3389292.75
30652,4358023.0
30653,7153768.0
30654,4321037.5
30655,12983793.0
30656,3887975.0
30657,6172700.0
30658,10760719.0
30659,4666117.0
30660,8381700.0
30661,6448724.0
30662,8149673.5
30663,16096700.0
30664,11976300.0
30665,5991070.5
30666,2547455.5
30667,4055307.75
30668,8971577.0
30669,4660918.0
30670,2442100.0
30671,6915700.0
30672,15278700.0
30673,10213600.0
30674,11328100.0
30675,2014234.875
30676,6645100.0
30677,4162300.0
30678,18523054.0
30679,5639100.0
30680,4990835.5
30681,2360399.0
30682,8661700.0
30683,9510748.0
30684,4697800.0
30685,7500000.0
30686,9381300.0
30687,4974380.0
30688,4330649.5
30689,14285400.0
30690,25141166.0
30691,4385300.0
30692,5899600.0
30693,11036700.0
30694,5433900.0
30695,6884653.5
30696,6500000.0
30697,11963200.0
30698,7322400.0
30699,5834100.0
30700,4873275.0
30701,9412916.0
30702,6000000.0
30703,3758319.75
30704,11441363.0
30705,8892900.0
30706,23540046.0
30707,3566911.75
30708,13613200.0
30709,5809447.5
30710,6828000.0
30711,4499205.0
