id,price_doc
30474,5459990.5
30475,8320165.0
30476,5422317.5
30477,5887082.5
30478,5070386.5
30479,9404203.0
30480,4292578.0
30481,4313313.5
30482,4817041.5
30483,4812537.0
30484,6471790.5
30485,5033582.5
30486,3684562.25
30487,3884372.5
30488,6177310.5
30489,6239038.0
30490,22919450.0
30491,19883842.0
30492,5834721.5
30493,13871049.0
30494,6788914.0
30495,10722867.0
30496,8770448.0
30497,8521023.0
30498,4641042.5
30499,8209300.5
30500,11218922.0
30501,7006014.0
30502,3108947.5
30503,6789179.5
30504,5812185.0
30505,11397202.0
30506,3351707.75
30507,4796788.5
30508,5431851.5
30509,7602201.0
30510,9341793.0
30511,6715409.5
30512,6347529.0
30513,4323036.0
30514,3526835.25
30515,9820206.0
30516,5937971.0
30517,11374226.0
30518,8472210.0
30519,4550313.0
30520,7109756.0
30521,6056796.5
30522,7688029.0
30523,6496278.0
30524,10676846.0
30525,11524051.0
30526,4972321.5
30527,5039288.5
30528,6861613.5
30529,6818827.0
30530,6315406.0
30531,14795848.0
30532,4904835.5
30533,10869024.0
30534,6739321.0
30535,9634529.0
30536,5919471.0
30537,11813819.0
30538,5050739.5
30539,8936728.0
30540,9793682.0
30541,6036584.5
30542,2145555.25
30543,5733546.5
30544,6909424.5
30545,8554381.0
30546,4209214.5
30547,9825302.0
30548,4577485.5
30549,5183687.0
30550,12329521.0
30551,5180124.0
30552,1824420.25
30553,7427952.0
30554,11131042.0
30555,6309801.0
30556,9097671.0
30557,7681155.0
30558,9555360.0
30559,6458885.5
30560,6278108.5
30561,6904780.5
30562,12314479.0
30563,4979354.0
30564,7244537.0
30565,6720400.5
30566,7145953.5
30567,1963058.125
30568,9831826.0
30569,10047297.0
30570,6758946.0
30571,7624964.0
30572,4924000.0
30573,6554582.0
30574,6290214.5
30575,7727738.0
30576,4910297.5
30577,4260749.0
30578,3293393.75
30579,7094679.0
30580,4661336.0
30581,5656128.5
30582,12807206.0
30583,6914579.0
30584,4422124.0
30585,2541241.25
30586,9314909.0
30587,5829338.0
30588,7965450.5
30589,7513855.0
30590,12494884.0
30591,5414577.0
30592,6572822.5
30593,8174519.5
30594,6851066.5
30595,5716779.0
30596,6732178.0
30597,6554582.0
30598,9689594.0
30599,10580632.0
30600,5195015.0
30601,5994407.5
30602,1701361.0
30603,12323996.0
30604,4666673.5
30605,6772696.0
30606,24563620.0
30607,6815570.0
30608,8731324.0
30609,6241490.0
30610,3063954.25
30611,5471776.0
30612,7277207.0
30613,8581476.0
30614,16566582.0
30615,7587468.5
30616,5594061.5
30617,9419013.0
30618,5018996.0
30619,4317120.0
30620,2615396.0
30621,9056553.0
30622,7790063.5
30623,6348394.5
30624,6906703.5
30625,8169430.5
30626,6296840.5
30627,7333115.0
30628,6498099.5
30629,5372338.0
30630,4734560.5
30631,6167298.0
30632,4135492.5
30633,5973002.5
30634,11610958.0
30635,9760656.0
30636,5378951.0
30637,9726683.0
30638,6118381.5
30639,7640111.5
30640,4679343.5
30641,8228064.5
30642,6614551.0
30643,7959785.5
30644,9690870.0
30645,7365109.5
30646,5272373.0
30647,4785302.0
30648,23932214.0
30649,2089640.625
30650,5098029.0
30651,3443691.0
30652,4560109.0
30653,7351320.0
30654,4449137.5
30655,12981254.0
30656,4028037.5
30657,6493831.0
30658,10995446.0
30659,4796239.5
30660,8564732.0
30661,6781783.0
30662,8439840.0
30663,16924742.0
30664,12161451.0
30665,6205877.5
30666,2604494.0
30667,4209833.0
30668,9122606.0
30669,4975252.5
30670,2514645.25
30671,7398167.5
30672,16047360.0
30673,10619674.0
30674,11853770.0
30675,2095287.875
30676,6860318.0
30677,4156226.0
30678,19869018.0
30679,5887751.0
30680,5142042.5
30681,2470937.0
30682,8906150.0
30683,9705612.0
30684,4894840.5
30685,7563469.0
30686,9647456.0
30687,5122357.0
30688,4488854.5
30689,14202565.0
30690,25631090.0
30691,4486629.0
30692,6143839.5
30693,11400420.0
30694,5686313.0
30695,7127937.0
30696,6713700.0
30697,12404129.0
30698,7849911.5
30699,6025398.0
30700,4985265.0
30701,9690870.0
30702,6214181.0
30703,3850198.5
30704,11741843.0
30705,9032332.0
30706,24499096.0
30707,3609346.0
30708,13785303.0
30709,6133688.0
30710,6942900.0
30711,4664159.5
30712,4087012.25
30713,6372311.5
30714,7152076.0
30715,3966598.5
30716,9705612.0
30717,6238032.5
30718,8442811.0
30719,14182533.0
30720,7591623.5
30721,4654277.5
30722,7328885.0
30723,6190952.0
30724,12402331.0
30725,6971057.5
30726,11885352.0
30727,9838167.0
30728,11691048.0
30729,3344376.75
30730,6430165.5
30731,6487839.0
30732,4437429.5
30733,9675725.0
30734,7099464.0
30735,5588335.0
30736,5512714.5
30737,6838077.0
30738,6185888.0
30739,4276748.0
30740,6920866.0
30741,11597479.0
30742,4195488.5
30743,5041360.5
30744,9573438.0
30745,6924728.5
30746,5776631.0
30747,14339424.0
30748,16872108.0
30749,4833184.0
30750,6640699.5
30751,3259047.0
30752,7402416.0
30753,9907880.0
30754,5607832.0
30755,4961356.0
30756,6284596.0
30757,5437257.0
30758,10802784.0
30759,6049603.5
30760,4594393.5
30761,10138719.0
30762,6900560.5
30763,12178814.0
30764,6186366.0
30765,6132284.5
30766,3475622.25
30767,9967112.0
30768,4381543.0
30769,7178795.0
30770,6154736.0
30771,2889818.5
30772,8475233.0
30773,8274673.0
30774,5716675.5
30775,12325030.0
30776,6016819.0
30777,6346106.5
30778,9125251.0
30779,6639673.5
30780,7661095.0
30781,6704441.5
30782,5412119.5
30783,5669089.0
30784,3670428.5
30785,5430794.5
30786,4258774.5
30787,6249083.5
30788,5785584.5
30789,7570324.5
30790,6448816.0
30791,10184984.0
30792,7196123.0
30793,11948244.0
30794,13757880.0
30795,11345474.0
30796,12237026.0
30797,14843817.0
30798,2685335.25
30799,10625874.0
30800,13903549.0
30801,6257987.5
30802,19998974.0
30803,2791151.25
30804,3669098.5
30805,15455130.0
30806,7134922.0
30807,6112205.5
30808,10486706.0
30809,4994173.0
30810,11454190.0
30811,4471751.0
30812,5472507.0
30813,5161676.0
30814,2595790.25
30815,3855265.25
30816,8176250.5
30817,1805515.75
30818,7824230.5
30819,7962883.0
30820,5230689.5
30821,24674344.0
30822,8841394.0
30823,7399176.5
30824,3641344.0
30825,5412615.0
30826,10561095.0
30827,5634534.0
30828,5853392.5
30829,5537163.0
30830,8847450.0
30831,6608365.5
30832,6081093.5
30833,5114318.0
30834,4248276.5
30835,7956772.5
30836,6769564.0
30837,5161666.0
30838,4596313.0
30839,6111074.5
30840,11262337.0
30841,11515724.0
30842,7330520.5
30843,5413497.5
30844,6781382.0
30845,9623179.0
30846,4299370.5
30847,6043791.0
30848,8494823.0
30849,4410104.5
30850,4051523.0
30851,5070299.5
30852,6621898.0
30853,4421601.0
30854,5852025.0
30855,7617833.5
30856,8595384.0
30857,2305559.75
30858,4297608.0
30859,6010218.0
30860,5923124.5
30861,8942031.0
30862,6518650.5
30863,5641459.5
30864,6349944.5
30865,10072509.0
30866,7162218.5
30867,5952735.5
30868,8669203.0
30869,5689758.0
30870,5260851.0
30871,8437498.0
30872,4958796.5
30873,3809950.25
30874,5007698.5
30875,6984746.0
30876,4950924.5
30877,10673385.0
30878,5669965.0
30879,11072874.0
30880,6422388.0
30881,1856366.5
30882,11137349.0
30883,3668213.5
30884,5784475.5
30885,5339607.0
30886,7650829.5
30887,5690148.5
30888,4368388.0
30889,5274822.5
30890,7323561.0
30891,3491618.75
30892,3610468.5
30893,4332971.0
30894,5600168.0
30895,4256553.5
30896,6304736.5
30897,7880304.5
30898,6944542.0
30899,6686103.5
30900,3350796.75
30901,6708285.5
30902,2021885.0
30903,6966757.5
30904,8079653.5
30905,5757474.5
30906,6363845.5
30907,12335660.0
30908,4159092.75
30909,13175296.0
30910,7110793.5
30911,4230144.5
30912,6578642.0
30913,19948306.0
30914,6256961.5
30915,8004470.0
30916,5611347.0
30917,8731457.0
30918,6851373.5
30919,5028137.0
30920,5045569.0
30921,3940067.75
30922,5813670.5
30923,3370526.75
30924,5265202.5
30925,14257553.0
30926,6669221.0
30927,7807608.5
30928,5152051.5
30929,5254187.5
30930,10440006.0
30931,10905780.0
30932,5100859.5
