id,price_doc
30474,5478446.0
30475,7889856.5
30476,5499465.0
30477,5895937.0
30478,4862256.0
30479,8930862.0
30480,4284492.5
30481,4175506.75
30482,4800053.5
30483,4625859.5
30484,6440823.5
30485,4872966.0
30486,3706022.0
30487,4010387.75
30488,6043482.5
30489,6070263.5
30490,21593236.0
30491,18791100.0
30492,5869888.5
30493,14632120.0
30494,6452699.5
30495,10907702.0
30496,9429976.0
30497,8512582.0
30498,4692656.0
30499,8149811.0
30500,11117358.0
30501,7113491.5
30502,2907982.75
30503,6840389.5
30504,5729603.0
30505,11223322.0
30506,3150109.25
30507,4659185.0
30508,5391983.5
30509,7750892.0
30510,9188368.0
30511,6796109.0
30512,6461288.0
30513,4275470.0
30514,3422916.25
30515,9462908.0
30516,5901149.5
30517,11137846.0
30518,7952287.0
30519,4694226.0
30520,7142157.0
30521,5852401.5
30522,7639929.0
30523,6083393.5
30524,10379576.0
30525,10437722.0
30526,4798596.0
30527,5098498.5
30528,6737017.0
30529,6738142.0
30530,6285318.0
30531,15177018.0
30532,4782305.0
30533,10563678.0
30534,6686130.5
30535,9479440.0
30536,5675445.5
30537,12192032.0
30538,5482626.0
30539,9164150.0
30540,9614492.0
30541,5543997.0
30542,1908548.0
30543,5697273.0
30544,7119393.5
30545,8501156.0
30546,4177107.5
30547,9198432.0
30548,4432176.5
30549,5109788.5
30550,12471914.0
30551,4974747.0
30552,1638965.0
30553,7305233.5
30554,11542038.0
30555,6217115.5
30556,8828500.0
30557,8376903.0
30558,9479976.0
30559,6227627.5
30560,6077355.0
30561,6991594.5
30562,11353918.0
30563,4826974.5
30564,7111067.5
30565,6676604.0
30566,7412138.5
30567,1742058.75
30568,9942512.0
30569,10102966.0
30570,6452389.0
30571,7525449.5
30572,4863238.0
30573,6309872.5
30574,6444617.5
30575,7551700.0
30576,4989609.0
30577,4416867.5
30578,2967055.25
30579,7373298.0
30580,4731887.0
30581,5810595.5
30582,12574096.0
30583,6747619.0
30584,4744091.0
30585,2516368.25
30586,8920112.0
30587,5877658.0
30588,8017940.5
30589,8097769.0
30590,12506858.0
30591,5231809.5
30592,6829649.5
30593,8780998.0
30594,6571333.5
30595,5916114.0
30596,6621819.0
30597,6309872.5
30598,9497874.0
30599,9741142.0
30600,5747953.0
30601,5901951.5
30602,1545915.125
30603,12105226.0
30604,4817436.5
30605,6457606.5
30606,20363008.0
30607,6600588.5
30608,8429458.0
30609,6092677.5
30610,3004864.25
30611,5411574.0
30612,7491671.0
30613,7267426.5
30614,15429320.0
30615,7915988.0
30616,5541560.0
30617,9581732.0
30618,5214548.5
30619,4267985.0
30620,2343726.75
30621,8846780.0
30622,8161090.0
30623,6380224.0
30624,6792506.5
30625,7908509.0
30626,6258077.0
30627,7307411.5
30628,6274613.5
30629,5220767.5
30630,4473449.5
30631,6041241.5
30632,3971421.5
30633,6183013.5
30634,11692704.0
30635,9585388.0
30636,5462516.0
30637,9566638.0
30638,6108409.0
30639,7391620.0
30640,4539193.0
30641,8085405.0
30642,6674695.0
30643,8458500.0
30644,9504150.0
30645,7310010.5
30646,5190385.0
30647,4783264.5
30648,22388364.0
30649,1989076.375
30650,5091273.0
30651,3168556.25
30652,4561732.5
30653,7302660.0
30654,4556366.5
30655,12297858.0
30656,3915858.25
30657,6675901.0
30658,9049196.0
30659,4798731.0
30660,8827808.0
30661,6682466.0
30662,8325518.5
30663,19192862.0
30664,11934872.0
30665,6123337.5
30666,2540655.5
30667,4094700.25
30668,8935716.0
30669,4783086.5
30670,2413107.25
30671,7659195.5
30672,14540202.0
