ID,y
1,80.3486067543499
2,97.6682326073662
3,79.40989481660455
4,80.53108921856821
5,122.54717359115426
8,94.30919779403536
10,113.89866771580898
11,95.36926297144694
12,118.052969915386
14,95.25271980591992
15,117.4830985679132
16,105.25261721241213
17,101.93909967212818
19,95.19133962696895
20,105.23664596589762
21,103.58438188591444
22,117.83227499819151
23,101.5083947579443
26,96.67178654441582
28,94.3204819085459
29,96.50806398926821
33,96.37755122014431
35,94.72750253774214
41,96.93063548414261
42,94.47808436953258
43,117.2857872602178
45,103.77626509624605
46,104.08856622637609
51,94.05220573569653
53,80.21958478239864
55,112.47234587799062
56,94.5139208837613
57,104.14782809440968
58,95.35503530119283
59,104.34055672440408
63,112.17675918251626
64,94.94671812442738
65,104.65753503208097
69,94.85446080584808
71,94.96126621670129
72,104.25977705644911
73,94.33884488661863
76,104.25435283704635
77,104.03927422791787
78,115.99697092528118
82,94.2993205658799
83,104.6212338881621
84,94.34229294659352
85,104.02968852592613
87,112.33849050871527
88,96.32524727249839
89,112.7088468680254
91,94.88951613657142
93,94.60967823306268
94,104.27983006165726
95,96.3723532819983
96,111.52610852196094
97,94.3365120435648
98,113.04099613127104
99,94.20514511433163
101,104.15488675234963
103,112.70880495319136
104,94.19269213327195
105,111.96426924123685
110,94.64193558676186
111,112.42328142910372
113,112.72005888853593
114,93.60549331924776
115,114.80863324776016
117,112.70876303835735
120,94.37106243940573
121,112.45265415744146
122,93.96099469076407
123,112.82156093179063
126,112.34340914635396
132,111.88401872775114
135,104.72228805965267
137,104.2602224602011
138,94.59420165271538
140,94.49998989036263
142,113.71823515858821
144,112.33786209179058
148,94.04129252031618
149,114.93232191468746
155,94.56890969219756
156,112.35211602074702
157,94.59102448619853
162,112.28062588927796
163,94.66537475121191
167,94.44028019562191
172,116.02794712650439
179,113.01942183690767
180,94.15262848441637
181,111.85169886909375
182,94.88409372409083
183,112.70856543985408
185,112.70855945202064
187,112.12042632795675
188,94.0719829470361
189,94.07793568171286
191,94.34816005198294
192,113.23714851044161
193,94.80530255126084
194,112.03884714300068
195,93.7965790466179
196,112.42332449256958
198,94.55914436846737
199,112.37977353721104
201,104.28247480873154
204,94.37049331202462
205,104.83149190263524
206,94.3213102361953
210,94.38049756123183
211,104.15455742151084
216,112.51018528711123
219,115.63494599982107
220,94.12799229548057
221,111.97855512560872
226,111.85156414284154
227,94.23368001756319
228,112.35780561011063
230,112.39115533516784
231,93.73003938655685
235,116.47167483055205
236,94.22908586118189
238,113.17420480912708
242,104.37907290719207
243,94.67147072919931
244,80.16039497348163
245,112.32843724852845
247,118.16086558943815
248,94.02363613133511
249,94.27267629601369
250,111.74128466581789
251,94.22904095243115
253,116.47162094005117
254,93.96083111646914
256,94.22390678386793
257,93.60419097587459
258,112.41816472647417
259,94.25434107545001
262,80.27359282584564
266,94.5688398091936
267,114.9422235577835
272,103.75721704240647
273,112.69805733988869
275,101.46460755109786
276,112.93781632105359
279,94.58859214761986
280,104.54864549037762
283,94.41389694483598
285,112.5043100667211
288,112.69801243113795
289,94.83623805482728
290,104.34068765922584
291,94.56235344264968
292,111.51775600967031
293,112.35063112854655
296,108.39696666917735
297,112.02617915043828
298,115.80588257610361
299,94.29849540987826
304,93.80755180590555
305,88.09456226284274
306,94.35878961708988
307,111.81123679672035
311,109.52827940856372
313,111.82190761495832
314,93.99829208554792
316,94.54827383807898
324,95.50077979397182
327,94.56496034556238
329,93.89205359722564
330,112.03447268517101
337,103.85908556111306
338,94.82957524136461
339,104.85342437902864
340,94.83684486737857
343,93.80557510465877
345,115.57307584639295
346,94.39354067124845
347,115.43366800440717
349,112.13454022064539
350,93.79281318312542
352,112.44278542007748
353,94.13619115752607
354,78.72363661217727
357,94.12406651636582
358,112.66659863333501
362,114.37200810542205
364,116.90058897227345
365,110.02796968499072
366,94.3401697355049
367,112.21932132187362
368,94.53420976817927
370,79.1748696895877
373,94.76952800844285
377,94.06511994560645
378,112.33088354259834
382,104.21140307943551
384,112.35733855910291
390,94.71673069668424
392,111.92143305842836
393,112.31201691753901
395,94.63576009697871
396,104.65681792127882
399,78.89354584778789
406,111.82162918070372
408,111.82162319287028
409,94.00210461123211
410,79.87997680055591
412,112.00159750458405
413,93.27667466949578
419,94.56456715190805
420,112.7895132912603
421,93.33162813515423
430,101.46014557818734
434,94.095291466551
436,94.69866377461602
437,94.44805241828934
438,93.50837766034891
439,112.83776471399602
440,94.34499603314103
443,112.81861923586334
446,94.40235675675771
448,94.5388072909748
452,94.6961592069095
453,104.00408549411165
457,104.16072577234712
458,94.2910384811243
459,114.354006854863
460,104.0795338484161
462,104.69740809081179
464,104.35080788349143
465,115.6342094963089
467,118.50658390632083
471,111.86934837255919
472,78.38515400419675
473,94.22532459771193
475,94.42443812514531
480,94.63915135993255
488,112.74856873812675
490,111.81068890996127
491,103.95126985632052
492,79.15269209107493
493,94.12681028363383
497,93.55170382687984
498,112.34019071546348
499,94.38679603860851
500,109.88003325673566
501,94.28170869290082
502,114.73897482133958
506,80.14957644405041
510,112.1248990511582
511,93.73934805985206
512,93.79681729493925
516,107.73599600252084
518,93.95117253747532
519,114.94677151997027
521,93.7256507079911
522,112.90741941083348
526,112.28742489753861
529,95.23023043313484
532,111.83179475142111
533,94.39026026655
536,112.92181726061753
537,101.77158391885737
539,94.30677192601874
540,104.12066355967485
